,Unnamed: 0.1,Unnamed: 0,index,Datetime,Longitude,Latitude,SPEED,delta_time,position1,position2,road_one,road_two,road_two_type,road_one_type
24918,24918,24918,0,2023-07-03 18:27:17,117.6536332,39.0200301,0.0,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24919,24919,24919,1,2023-07-03 18:27:18,117.6536332,39.0200301,0.0,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24920,24920,24920,2,2023-07-03 18:27:19,117.6536332,39.0200301,1.1,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24921,24921,24921,3,2023-07-03 18:27:20,117.6536308,39.0200067,4.6,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24922,24922,24922,4,2023-07-03 18:27:21,117.6536189,39.0199786,8.8,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24923,24923,24923,5,2023-07-03 18:27:22,117.6536026,39.0199348,14.0,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24924,24924,24924,6,2023-07-03 18:27:23,117.6535865,39.0198888,18.7,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24925,24925,24925,7,2023-07-03 18:27:24,117.6535633,39.0198302,24.0,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24926,24926,24926,8,2023-07-03 18:27:25,117.6535367,39.0197547,28.3,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24927,24927,24927,9,2023-07-03 18:27:26,117.6535093,39.0196756,31.1,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24928,24928,24928,10,2023-07-03 18:27:27,117.6534789,39.019591,32.5,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24929,24929,24929,11,2023-07-03 18:27:28,117.6534508,39.0195082,32.2,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24930,24930,24930,12,2023-07-03 18:27:29,117.6534233,39.0194314,30.9,1.0,1.0,1.0,大学道,大学道,secondary,secondary
24931,24931,24931,13,2023-07-03 18:27:30,117.6534029,39.0193735,29.0,1.0,1.0,1.0,河北路,河北路,primary,primary
24932,24932,24932,14,2023-07-03 18:27:31,117.6533805,39.0193173,27.2,1.0,1.0,1.0,河北路,河北路,primary,primary
24933,24933,24933,15,2023-07-03 18:27:32,117.6533651,39.019271,24.8,1.0,1.0,1.0,河北路,河北路,primary,primary
24934,24934,24934,16,2023-07-03 18:27:33,117.6533513,39.0192357,22.0,1.0,1.0,1.0,河北路,河北路,primary,primary
24935,24935,24935,17,2023-07-03 18:27:34,117.6533396,39.0192003,19.4,1.0,1.0,1.0,河北路,河北路,primary,primary
24936,24936,24936,18,2023-07-03 18:27:35,117.6533297,39.0191737,17.0,1.0,1.0,1.0,河北路,河北路,primary,primary
24937,24937,24937,19,2023-07-03 18:27:36,117.6533232,39.019157,14.0,1.0,1.0,1.0,河北路,河北路,primary,primary
24938,24938,24938,20,2023-07-03 18:27:37,117.6533166,39.0191429,11.8,1.0,1.0,1.0,河北路,河北路,primary,primary
24939,24939,24939,21,2023-07-03 18:27:38,117.6533094,39.0191278,10.1,1.0,1.0,1.0,河北路,河北路,primary,primary
24940,24940,24940,22,2023-07-03 18:27:39,117.6533035,39.0191112,9.2,1.0,1.0,1.0,河北路,河北路,primary,primary
24941,24941,24941,23,2023-07-03 18:27:40,117.6532967,39.0190931,8.8,1.0,1.0,1.0,河北路,河北路,primary,primary
24942,24942,24942,24,2023-07-03 18:27:41,117.6532869,39.0190628,10.5,1.0,1.0,1.0,河北路,河北路,primary,primary
24943,24943,24943,25,2023-07-03 18:27:42,117.6532733,39.0190237,13.3,1.0,1.0,1.0,河北路,河北路,primary,primary
24944,24944,24944,26,2023-07-03 18:27:43,117.6532603,39.0189809,15.7,1.0,1.0,1.0,河北路,河北路,primary,primary
24945,24945,24945,27,2023-07-03 18:27:44,117.6532471,39.018939,16.2,1.0,1.0,1.0,河北路,河北路,primary,primary
24946,24946,24946,28,2023-07-03 18:27:45,117.6532337,39.0188997,16.1,1.0,1.0,1.0,河北路,河北路,primary,primary
24947,24947,24947,29,2023-07-03 18:27:46,117.6532202,39.0188627,15.9,1.0,1.0,1.0,河北路,河北路,primary,primary
24948,24948,24948,30,2023-07-03 18:27:47,117.6532055,39.0188232,16.2,1.0,1.0,1.0,河北路,河北路,primary,primary
24949,24949,24949,31,2023-07-03 18:27:48,117.6531916,39.018787,16.1,1.0,1.0,1.0,河北路,河北路,primary,primary
24950,24950,24950,32,2023-07-03 18:27:49,117.6531801,39.0187562,15.0,1.0,1.0,1.0,河北路,河北路,primary,primary
24951,24951,24951,33,2023-07-03 18:27:50,117.6531691,39.0187278,14.0,1.0,1.0,1.0,河北路,河北路,primary,primary
24952,24952,24952,34,2023-07-03 18:27:51,117.6531543,39.0186939,14.4,1.0,1.0,1.0,河北路,河北路,primary,primary
24953,24953,24953,35,2023-07-03 18:27:52,117.6531345,39.0186448,17.5,1.0,1.0,1.0,河北路,河北路,primary,primary
24954,24954,24954,36,2023-07-03 18:27:53,117.6531114,39.0185855,21.6,1.0,1.0,1.0,河北路,河北路,primary,primary
24955,24955,24955,37,2023-07-03 18:27:54,117.6530867,39.0185157,25.7,1.0,1.0,1.0,河北路,河北路,primary,primary
24956,24956,24956,38,2023-07-03 18:27:55,117.6530601,39.0184392,28.8,1.0,1.0,1.0,河北路,河北路,primary,primary
24957,24957,24957,39,2023-07-03 18:27:56,117.6530327,39.0183634,30.1,1.0,1.0,1.0,河北路,河北路,primary,primary
24958,24958,24958,40,2023-07-03 18:27:57,117.653002,39.0182869,31.2,1.0,1.0,1.0,河北路,河北路,primary,primary
24959,24959,24959,41,2023-07-03 18:27:58,117.6529728,39.0182161,30.7,1.0,1.0,1.0,河北路,河北路,primary,primary
24960,24960,24960,42,2023-07-03 18:27:59,117.652951,39.0181602,28.7,1.0,1.0,1.0,河北路,河北路,primary,primary
24961,24961,24961,43,2023-07-03 18:28:00,117.6529351,39.0181196,25.1,1.0,1.0,1.0,河北路,河北路,primary,primary
24962,24962,24962,44,2023-07-03 18:28:01,117.6529241,39.0180934,20.9,1.0,1.0,1.0,河北路,河北路,primary,primary
24963,24963,24963,45,2023-07-03 18:28:02,117.6529175,39.0180808,16.4,1.0,1.0,1.0,河北路,河北路,primary,primary
24964,24964,24964,46,2023-07-03 18:28:03,117.6529127,39.0180734,12.4,1.0,1.0,1.0,河北路,河北路,primary,primary
24965,24965,24965,47,2023-07-03 18:28:04,117.6529089,39.0180653,2.5,1.0,1.0,1.0,河北路,河北路,primary,primary
24966,24966,24966,48,2023-07-03 18:28:05,117.6529052,39.0180574,2.2,1.0,1.0,1.0,河北路,河北路,primary,primary
24967,24967,24967,49,2023-07-03 18:28:06,117.6529051,39.0180546,1.4,1.0,1.0,1.0,河北路,河北路,primary,primary
24968,24968,24968,50,2023-07-03 18:28:07,117.6529018,39.0180505,1.4,1.0,1.0,1.0,河北路,河北路,primary,primary
24969,24969,24969,51,2023-07-03 18:28:08,117.6529018,39.0180505,0.9,1.0,1.0,1.0,河北路,河北路,primary,primary
24970,24970,24970,52,2023-07-03 18:28:09,117.6529018,39.0180505,0.0,1.0,1.0,1.0,河北路,河北路,primary,primary
24971,24971,24971,53,2023-07-03 18:28:10,117.6529018,39.0180505,0.0,1.0,1.0,1.0,河北路,河北路,primary,primary
24972,24972,24972,54,2023-07-03 18:28:11,117.6529018,39.0180505,0.0,1.0,1.0,1.0,河北路,河北路,primary,primary
24973,24973,24973,55,2023-07-03 18:28:12,117.6529018,39.0180505,0.0,1.0,1.0,1.0,河北路,河北路,primary,primary
24974,24974,24974,56,2023-07-03 18:28:13,117.6529018,39.0180505,0.0,1.0,1.0,1.0,河北路,河北路,primary,primary
24975,24975,24975,57,2023-07-03 18:28:14,117.6529018,39.0180505,2.5,1.0,1.0,1.0,河北路,河北路,primary,primary
24976,24976,24976,58,2023-07-03 18:28:15,117.6528931,39.0180301,4.4,1.0,1.0,1.0,河北路,河北路,primary,primary
24977,24977,24977,59,2023-07-03 18:28:16,117.6528859,39.0180106,6.6,1.0,1.0,1.0,河北路,河北路,primary,primary
24978,24978,24978,60,2023-07-03 18:28:17,117.6528745,39.0179779,10.7,1.0,1.0,1.0,河北路,河北路,primary,primary
24979,24979,24979,61,2023-07-03 18:28:18,117.6528592,39.0179338,15.3,1.0,1.0,1.0,河北路,河北路,primary,primary
24980,24980,24980,62,2023-07-03 18:28:19,117.6528384,39.0178767,20.0,1.0,1.0,1.0,河北路,河北路,primary,primary
24981,24981,24981,63,2023-07-03 18:28:20,117.6528147,39.0178147,23.1,1.0,1.0,1.0,河北路,河北路,primary,primary
